Date,AQI,City
2022-11-01,424,Delhi
2022-11-02,376,Delhi
2022-11-03,450,Delhi
2022-11-04,447,Delhi
2022-11-05,381,Delhi
2022-11-06,339,Delhi
2022-11-07,354,Delhi
2022-11-08,372,Delhi
2022-11-09,260,Delhi
2022-11-10,295,Delhi
2022-11-11,346,Delhi
2022-11-12,303,Delhi
2022-11-13,303,Delhi
2022-11-14,294,Delhi
2022-11-15,227,Delhi
2022-11-16,264,Delhi
2022-11-17,260,Delhi
2022-11-18,289,Delhi
2022-11-19,280,Delhi
2022-11-20,314,Delhi
2022-11-21,310,Delhi
2022-11-22,255,Delhi
2022-11-23,237,Delhi
2022-11-24,213,Delhi
2022-11-25,294,Delhi
2022-11-26,336,Delhi
2022-11-27,328,Delhi
2022-11-28,333,Delhi
2022-11-29,369,Delhi
2022-11-30,365,Delhi
2022-12-01,368,Delhi
2022-12-02,352,Delhi
2022-12-03,370,Delhi
2022-12-04,407,Delhi
2022-12-05,347,Delhi
2022-12-06,353,Delhi
2022-12-07,304,Delhi
2022-12-08,281,Delhi
2022-12-09,314,Delhi
2022-12-10,360,Delhi
2022-12-11,306,Delhi
2022-12-12,218,Delhi
2022-12-13,177,Delhi
2022-12-14,163,Delhi
2022-12-15,189,Delhi
2022-12-16,223,Delhi
2022-12-17,304,Delhi
2022-12-18,353,Delhi
2022-12-19,410,Delhi
2022-12-20,366,Delhi
2022-12-21,328,Delhi
2022-12-22,342,Delhi
2022-12-23,359,Delhi
2022-12-24,349,Delhi
2022-12-25,308,Delhi
2022-12-26,331,Delhi
2022-12-27,339,Delhi
2022-12-28,321,Delhi
2022-12-29,306,Delhi
2022-12-30,399,Delhi
2022-12-31,349,Delhi
2023-01-01,259,Delhi
2023-01-02,357,Delhi
2023-01-03,385,Delhi
2023-01-04,343,Delhi
2023-01-05,340,Delhi
2023-01-06,400,Delhi
2023-01-07,377,Delhi
2023-01-08,375,Delhi
2023-01-09,434,Delhi
2023-01-10,407,Delhi
2023-01-11,308,Delhi
2023-01-12,371,Delhi
2023-01-13,378,Delhi
2023-01-14,353,Delhi
2023-01-15,213,Delhi
2023-01-16,270,Delhi
2023-01-17,288,Delhi
2023-01-18,306,Delhi
2023-01-19,338,Delhi
2023-01-20,226,Delhi
2023-01-21,294,Delhi
2023-01-22,407,Delhi
2023-01-23,335,Delhi
2023-01-24,237,Delhi
2023-01-25,160,Delhi
2023-01-26,298,Delhi
2023-01-27,229,Delhi
2023-01-28,236,Delhi
2023-01-29,331,Delhi
2023-01-30,207,Delhi
2023-01-31,192,Delhi
2023-02-01,164,Delhi
2023-02-02,194,Delhi
2023-02-03,199,Delhi
2023-02-04,242,Delhi
2023-02-05,244,Delhi
2023-02-06,265,Delhi
2023-02-07,285,Delhi
2023-02-08,144,Delhi
2023-02-09,212,Delhi
2023-02-10,187,Delhi
2023-02-11,275,Delhi
2023-02-12,175,Delhi
2023-02-13,135,Delhi
2023-02-14,132,Delhi
2023-02-15,190,Delhi
2023-02-16,270,Delhi
2023-02-17,367,Delhi
2023-02-18,371,Delhi
2023-02-19,331,Delhi
2023-02-20,324,Delhi
2023-02-21,245,Delhi
2023-02-22,302,Delhi
2023-02-23,227,Delhi
2023-02-24,171,Delhi
2023-02-25,225,Delhi
2023-02-26,291,Delhi
2023-02-27,260,Delhi
2023-02-28,219,Delhi
2023-03-01,181,Delhi
2023-03-02,226,Delhi
2023-03-03,152,Delhi
2023-03-04,129,Delhi
2023-03-05,142,Delhi
2023-03-06,142,Delhi
2023-03-07,173,Delhi
2023-03-08,215,Delhi
2023-03-09,119,Delhi
2023-03-10,187,Delhi
2023-03-11,200,Delhi
2023-03-12,216,Delhi
2023-03-13,231,Delhi
2023-03-14,219,Delhi
2023-03-15,213,Delhi
2023-03-16,259,Delhi
2023-03-17,188,Delhi
2023-03-18,184,Delhi
2023-03-19,162,Delhi
2023-03-20,154,Delhi
2023-03-21,75,Delhi
2023-03-22,164,Delhi
2023-03-23,151,Delhi
2023-03-24,205,Delhi
2023-03-25,78,Delhi
2023-03-26,164,Delhi
2023-03-27,146,Delhi
2023-03-28,147,Delhi
2023-03-29,198,Delhi
2023-03-30,170,Delhi
2023-03-31,73,Delhi
2023-04-01,106,Delhi
2023-04-02,128,Delhi
2023-04-03,179,Delhi
2023-04-04,109,Delhi
2023-04-05,135,Delhi
2023-04-06,142,Delhi
2023-04-07,142,Delhi
2023-04-08,172,Delhi
2023-04-09,217,Delhi
2023-04-10,195,Delhi
2023-04-11,260,Delhi
2023-04-12,213,Delhi
2023-04-13,211,Delhi
2023-04-14,249,Delhi
2023-04-15,235,Delhi
2023-04-16,229,Delhi
2023-04-17,206,Delhi
2023-04-18,235,Delhi
2023-04-19,236,Delhi
2023-04-20,159,Delhi
2023-04-21,129,Delhi
2023-04-22,141,Delhi
2023-04-23,118,Delhi
2023-04-24,160,Delhi
2023-04-25,156,Delhi
2023-04-26,210,Delhi
2023-04-27,219,Delhi
2023-04-28,150,Delhi
2023-04-29,216,Delhi
2023-04-30,132,Delhi
2023-05-01,91,Delhi
2023-05-02,76,Delhi
2023-05-03,107,Delhi
2023-05-04,113,Delhi
2023-05-05,183,Delhi
2023-05-06,234,Delhi
2023-05-07,173,Delhi
2023-05-08,131,Delhi
2023-05-09,197,Delhi
2023-05-10,203,Delhi
2023-05-11,274,Delhi
2023-05-12,227,Delhi
2023-05-13,235,Delhi
2023-05-14,259,Delhi
2023-05-15,162,Delhi
2023-05-16,259,Delhi
2023-05-17,336,Delhi
2023-05-18,149,Delhi
2023-05-19,152,Delhi
2023-05-20,186,Delhi
2023-05-21,215,Delhi
2023-05-22,199,Delhi
2023-05-23,198,Delhi
2023-05-24,158,Delhi
2023-05-25,106,Delhi
2023-05-26,98,Delhi
2023-05-27,110,Delhi
2023-05-28,134,Delhi
2023-05-29,136,Delhi
2023-05-30,115,Delhi
2023-05-31,85,Delhi
2023-06-01,96,Delhi
2023-06-02,120,Delhi
2023-06-03,121,Delhi
2023-06-04,171,Delhi
2023-06-05,166,Delhi
2023-06-06,139,Delhi
2023-06-07,239,Delhi
2023-06-08,161,Delhi
2023-06-09,152,Delhi
2023-06-10,134,Delhi
2023-06-11,130,Delhi
2023-06-12,169,Delhi
2023-06-13,205,Delhi
2023-06-14,213,Delhi
2023-06-15,154,Delhi
2023-06-16,119,Delhi
2023-06-17,119,Delhi
2023-06-18,90,Delhi
2023-06-19,75,Delhi
2023-06-20,104,Delhi
2023-06-21,91,Delhi
2023-06-22,110,Delhi
2023-06-23,132,Delhi
2023-06-24,169,Delhi
2023-06-25,71,Delhi
2023-06-26,93,Delhi
2023-06-27,86,Delhi
2023-06-28,93,Delhi
2023-06-29,101,Delhi
2023-06-30,70,Delhi
2023-07-01,69,Delhi
2023-07-02,71,Delhi
2023-07-03,118,Delhi
2023-07-04,144,Delhi
2023-07-05,96,Delhi
2023-07-06,72,Delhi
2023-07-07,77,Delhi
2023-07-08,71,Delhi
2023-07-09,64,Delhi
2023-07-10,65,Delhi
2023-07-11,69,Delhi
2023-07-12,77,Delhi
2023-07-13,77,Delhi
2023-07-14,73,Delhi
2023-07-15,100,Delhi
2023-07-16,69,Delhi
2023-07-17,85,Delhi
2023-07-18,113,Delhi
2023-07-19,77,Delhi
2023-07-20,93,Delhi
2023-07-21,109,Delhi
2023-07-22,96,Delhi
2023-07-23,73,Delhi
2023-07-24,77,Delhi
2023-07-25,102,Delhi
2023-07-26,73,Delhi
2023-07-27,92,Delhi
2023-07-28,81,Delhi
2023-07-29,59,Delhi
2023-07-30,65,Delhi
2023-07-31,89,Delhi
2023-08-01,92,Delhi
2023-08-02,91,Delhi
2023-08-03,75,Delhi
2023-08-04,105,Delhi
2023-08-05,85,Delhi
2023-08-06,101,Delhi
2023-08-07,102,Delhi
2023-08-08,110,Delhi
2023-08-09,118,Delhi
2023-08-10,133,Delhi
2023-08-11,123,Delhi
2023-08-12,126,Delhi
2023-08-13,105,Delhi
2023-08-14,114,Delhi
2023-08-15,108,Delhi
2023-08-16,109,Delhi
2023-08-17,131,Delhi
2023-08-18,153,Delhi
2023-08-19,125,Delhi
2023-08-20,91,Delhi
2023-08-21,91,Delhi
2023-08-22,106,Delhi
2023-08-23,71,Delhi
2023-08-24,85,Delhi
2023-08-25,117,Delhi
2023-08-26,152,Delhi
2023-08-27,186,Delhi
2023-08-28,144,Delhi
2023-08-29,162,Delhi
2023-08-30,154,Delhi
2023-08-31,146,Delhi
2023-09-01,140,Delhi
2023-09-02,136,Delhi
2023-09-03,136,Delhi
2023-09-04,136,Delhi
2023-09-05,121,Delhi
2023-09-06,106,Delhi
2023-09-07,105,Delhi
2023-09-08,84,Delhi
2023-09-09,55,Delhi
2023-09-10,46,Delhi
2023-09-11,54,Delhi
2023-09-12,90,Delhi
2023-09-13,106,Delhi
2023-09-14,121,Delhi
2023-09-15,100,Delhi
2023-09-16,85,Delhi
2023-09-17,63,Delhi
2023-09-18,63,Delhi
2023-09-19,73,Delhi
2023-09-20,97,Delhi
2023-09-21,113,Delhi
2023-09-22,102,Delhi
2023-09-23,108,Delhi
2023-09-24,131,Delhi
2023-09-25,118,Delhi
2023-09-26,152,Delhi
2023-09-27,129,Delhi
2023-09-28,139,Delhi
2023-09-29,157,Delhi
2023-09-30,166,Delhi
2023-10-01,146,Delhi
2023-10-02,144,Delhi
2023-10-03,154,Delhi
2023-10-04,176,Delhi
2023-10-05,177,Delhi
2023-10-06,211,Delhi
2023-10-07,215,Delhi
2023-10-08,164,Delhi
2023-10-09,174,Delhi
2023-10-10,179,Delhi
2023-10-11,191,Delhi
2023-10-12,218,Delhi
2023-10-13,255,Delhi
2023-10-14,256,Delhi
2023-10-15,232,Delhi
2023-10-16,206,Delhi
2023-10-17,87,Delhi
2023-10-18,125,Delhi
2023-10-19,118,Delhi
2023-10-20,195,Delhi
2023-10-21,246,Delhi
2023-10-22,311,Delhi
2023-10-23,263,Delhi
2023-10-24,220,Delhi
2023-10-25,243,Delhi
2023-10-26,256,Delhi
2023-10-27,259,Delhi
2023-10-28,303,Delhi
2023-10-29,324,Delhi
2023-10-30,346,Delhi
2023-10-31,357,Delhi
2023-11-01,364,Delhi
2023-11-02,392,Delhi
2023-11-03,468,Delhi
2023-11-04,415,Delhi
2023-11-05,453,Delhi
2023-11-06,421,Delhi
2023-11-07,395,Delhi
2023-11-08,426,Delhi
2023-11-09,437,Delhi
2023-11-10,278,Delhi
2023-11-11,220,Delhi
2023-11-12,218,Delhi
2023-11-13,358,Delhi
2023-11-14,396,Delhi
2023-11-15,398,Delhi
2023-11-16,418,Delhi
2023-11-17,404,Delhi
2023-11-18,318,Delhi
2023-11-19,301,Delhi
2023-11-20,348,Delhi
2023-11-21,372,Delhi
2023-11-22,395,Delhi
2023-11-23,390,Delhi
2023-11-24,415,Delhi
2023-11-25,388,Delhi
2023-11-26,397,Delhi
2023-11-27,395,Delhi
2023-11-28,311,Delhi
2023-11-29,289,Delhi
2023-11-30,398,Delhi
2023-12-01,372,Delhi
2023-12-02,352,Delhi
2023-12-03,313,Delhi
2023-12-04,310,Delhi
2023-12-05,297,Delhi
2023-12-06,285,Delhi
2023-12-07,320,Delhi
2023-12-08,325,Delhi
2023-12-09,322,Delhi
2023-12-10,314,Delhi
2023-12-11,317,Delhi
2023-12-12,355,Delhi
2023-12-13,378,Delhi
2023-12-14,326,Delhi
2023-12-15,323,Delhi
2023-12-16,355,Delhi
2023-12-17,331,Delhi
2023-12-18,330,Delhi
2023-12-19,286,Delhi
2023-12-20,285,Delhi
2023-12-21,361,Delhi
2023-12-22,409,Delhi
2023-12-23,449,Delhi
2023-12-24,411,Delhi
2023-12-25,383,Delhi
2023-12-26,377,Delhi
2023-12-27,380,Delhi
2023-12-28,358,Delhi
2023-12-29,381,Delhi
2023-12-30,400,Delhi
2023-12-31,382,Delhi
2024-01-01,346,Delhi
2024-01-02,340,Delhi
2024-01-03,341,Delhi
2024-01-04,377,Delhi
2024-01-05,333,Delhi
2024-01-06,319,Delhi
2024-01-07,333,Delhi
2024-01-08,345,Delhi
2024-01-09,343,Delhi
2024-01-10,273,Delhi
2024-01-11,348,Delhi
2024-01-12,340,Delhi
2024-01-13,398,Delhi
2024-01-14,447,Delhi
2024-01-15,359,Delhi
2024-01-16,371,Delhi
2024-01-17,368,Delhi
2024-01-18,318,Delhi
2024-01-19,348,Delhi
2024-01-20,329,Delhi
2024-01-21,349,Delhi
2024-01-22,333,Delhi
2024-01-23,368,Delhi
2024-01-24,409,Delhi
2024-01-25,332,Delhi
2024-01-26,408,Delhi
2024-01-27,356,Delhi
2024-01-28,365,Delhi
2024-01-29,356,Delhi
2024-01-30,357,Delhi
2024-01-31,391,Delhi
2024-02-01,176,Delhi
2024-02-02,215,Delhi
2024-02-03,199,Delhi
2024-02-04,274,Delhi
2024-02-05,177,Delhi
2024-02-06,140,Delhi
2024-02-07,174,Delhi
2024-02-08,161,Delhi
2024-02-09,146,Delhi
2024-02-10,295,Delhi
2024-02-11,313,Delhi
2024-02-12,300,Delhi
2024-02-13,341,Delhi
2024-02-14,340,Delhi
2024-02-15,278,Delhi
2024-02-16,268,Delhi
2024-02-17,245,Delhi
2024-02-18,270,Delhi
2024-02-19,231,Delhi
2024-02-20,226,Delhi
2024-02-21,243,Delhi
2024-02-22,150,Delhi
2024-02-23,143,Delhi
2024-02-24,193,Delhi
2024-02-25,193,Delhi
2024-02-26,172,Delhi
2024-02-27,159,Delhi
2024-02-28,141,Delhi
2024-02-29,147,Delhi
2024-03-01,208,Delhi
2024-03-02,117,Delhi
2024-03-03,126,Delhi
2024-03-04,141,Delhi
2024-03-05,125,Delhi
2024-03-06,138,Delhi
2024-03-07,181,Delhi
2024-03-08,157,Delhi
2024-03-09,145,Delhi
2024-03-10,182,Delhi
2024-03-11,201,Delhi
2024-03-12,190,Delhi
2024-03-13,165,Delhi
2024-03-14,195,Delhi
2024-03-15,128,Delhi
2024-03-16,168,Delhi
2024-03-17,193,Delhi
2024-03-18,199,Delhi
2024-03-19,222,Delhi
2024-03-20,230,Delhi
2024-03-21,171,Delhi
2024-03-22,166,Delhi
2024-03-23,232,Delhi
2024-03-24,195,Delhi
2024-03-25,197,Delhi
2024-03-26,134,Delhi
2024-03-27,178,Delhi
2024-03-28,160,Delhi
2024-03-29,176,Delhi
2024-03-30,190,Delhi
2024-03-31,243,Delhi
2024-04-01,133,Delhi
2024-04-02,144,Delhi
2024-04-03,167,Delhi
2024-04-04,173,Delhi
2024-04-05,174,Delhi
2024-04-06,168,Delhi
2024-04-07,179,Delhi
2024-04-08,191,Delhi
2024-04-09,203,Delhi
2024-04-10,222,Delhi
2024-04-11,240,Delhi
2024-04-12,232,Delhi
2024-04-13,198,Delhi
2024-04-14,141,Delhi
2024-04-15,205,Delhi
2024-04-16,228,Delhi
2024-04-17,147,Delhi
2024-04-18,164,Delhi
2024-04-19,186,Delhi
2024-04-20,219,Delhi
2024-04-21,139,Delhi
2024-04-22,129,Delhi
2024-04-23,190,Delhi
2024-04-24,178,Delhi
2024-04-25,200,Delhi
2024-04-26,197,Delhi
2024-04-27,165,Delhi
2024-04-28,176,Delhi
2024-04-29,225,Delhi
2024-04-30,189,Delhi
2024-05-01,200,Delhi
2024-05-02,197,Delhi
2024-05-03,264,Delhi
2024-05-04,282,Delhi
2024-05-05,292,Delhi
2024-05-06,248,Delhi
2024-05-07,303,Delhi
2024-05-08,225,Delhi
2024-05-09,179,Delhi
2024-05-10,180,Delhi
2024-05-11,242,Delhi
2024-05-12,184,Delhi
2024-05-13,228,Delhi
2024-05-14,235,Delhi
2024-05-15,244,Delhi
2024-05-16,236,Delhi
2024-05-17,233,Delhi
2024-05-18,262,Delhi
2024-05-19,245,Delhi
2024-05-20,228,Delhi
2024-05-21,240,Delhi
2024-05-22,193,Delhi
2024-05-23,156,Delhi
2024-05-24,157,Delhi
2024-05-25,168,Delhi
2024-05-26,191,Delhi
2024-05-27,225,Delhi
2024-05-28,246,Delhi
2024-05-29,240,Delhi
2024-05-30,230,Delhi
2024-05-31,192,Delhi
2024-06-01,245,Delhi
2024-06-02,173,Delhi
2024-06-03,155,Delhi
2024-06-04,211,Delhi
2024-06-05,251,Delhi
2024-06-06,183,Delhi
2024-06-07,231,Delhi
2024-06-08,237,Delhi
2024-06-09,182,Delhi
2024-06-10,172,Delhi
2024-06-11,223,Delhi
2024-06-12,213,Delhi
2024-06-13,195,Delhi
2024-06-14,189,Delhi
2024-06-15,186,Delhi
2024-06-16,197,Delhi
2024-06-17,169,Delhi
2024-06-18,196,Delhi
2024-06-19,306,Delhi
2024-06-20,179,Delhi
2024-06-21,175,Delhi
2024-06-22,186,Delhi
2024-06-23,145,Delhi
2024-06-24,138,Delhi
2024-06-25,134,Delhi
2024-06-26,132,Delhi
2024-06-27,74,Delhi
2024-06-28,64,Delhi
2024-06-29,118,Delhi
2024-06-30,115,Delhi
2024-07-01,105,Delhi
2024-07-02,118,Delhi
2024-07-03,108,Delhi
2024-07-04,61,Delhi
2024-07-05,77,Delhi
2024-07-06,65,Delhi
2024-07-07,56,Delhi
2024-07-08,56,Delhi
2024-07-09,84,Delhi
2024-07-10,138,Delhi
2024-07-11,113,Delhi
2024-07-12,107,Delhi
2024-07-13,102,Delhi
2024-07-14,107,Delhi
2024-07-15,109,Delhi
2024-07-16,100,Delhi
2024-07-17,90,Delhi
2024-07-18,95,Delhi
2024-07-19,124,Delhi
2024-07-20,109,Delhi
2024-07-21,103,Delhi
2024-07-22,85,Delhi
2024-07-23,93,Delhi
2024-07-24,97,Delhi
2024-07-25,109,Delhi
2024-07-26,84,Delhi
2024-07-27,131,Delhi
2024-07-28,83,Delhi
2024-07-29,76,Delhi
2024-07-30,97,Delhi
2024-07-31,96,Delhi
2024-08-01,64,Delhi
2024-08-02,76,Delhi
2024-08-03,68,Delhi
2024-08-04,64,Delhi
2024-08-05,59,Delhi
2024-08-06,61,Delhi
2024-08-07,61,Delhi
2024-08-08,54,Delhi
2024-08-09,61,Delhi
2024-08-10,71,Delhi
2024-08-11,69,Delhi
2024-08-12,56,Delhi
2024-08-13,63,Delhi
2024-08-14,79,Delhi
2024-08-15,72,Delhi
2024-08-16,63,Delhi
2024-08-17,74,Delhi
2024-08-18,83,Delhi
2024-08-19,84,Delhi
2024-08-20,66,Delhi
2024-08-21,87,Delhi
2024-08-22,85,Delhi
2024-08-23,77,Delhi
2024-08-24,105,Delhi
2024-08-25,77,Delhi
2024-08-26,72,Delhi
2024-08-27,64,Delhi
2024-08-28,70,Delhi
2024-08-29,58,Delhi
2024-08-30,102,Delhi
2024-08-31,92,Delhi
2024-09-01,101,Delhi
2024-09-02,87,Delhi
2024-09-03,89,Delhi
2024-09-04,69,Delhi
2024-09-05,83,Delhi
2024-09-06,95,Delhi
2024-09-07,71,Delhi
2024-09-08,91,Delhi
2024-09-09,114,Delhi
2024-09-10,106,Delhi
2024-09-11,71,Delhi
2024-09-12,64,Delhi
2024-09-13,52,Delhi
2024-09-14,62,Delhi
2024-09-15,107,Delhi
2024-09-16,139,Delhi
2024-09-17,172,Delhi
2024-09-18,115,Delhi
2024-09-19,56,Delhi
2024-09-20,98,Delhi
2024-09-21,116,Delhi
2024-09-22,162,Delhi
2024-09-23,165,Delhi
2024-09-24,195,Delhi
2024-09-25,233,Delhi
2024-09-26,94,Delhi
2024-09-27,80,Delhi
2024-09-28,66,Delhi
2024-09-29,74,Delhi
2024-09-30,126,Delhi
2024-10-01,149,Delhi
2024-10-02,173,Delhi
2024-10-03,162,Delhi
2024-10-04,184,Delhi
2024-10-05,145,Delhi
2024-10-06,143,Delhi
2024-10-07,126,Delhi
2024-10-08,167,Delhi
2024-10-09,164,Delhi
2024-10-10,132,Delhi
2024-10-11,141,Delhi
2024-10-12,155,Delhi
2024-10-13,224,Delhi
2024-10-14,234,Delhi
2024-10-15,198,Delhi
2024-10-16,230,Delhi
2024-10-17,285,Delhi
2024-10-18,292,Delhi
2024-10-19,278,Delhi
2024-10-20,277,Delhi
2024-10-21,310,Delhi
2024-10-22,327,Delhi
2024-10-23,364,Delhi
2024-10-24,306,Delhi
2024-10-25,270,Delhi
2024-10-26,255,Delhi
2024-10-27,356,Delhi
2024-10-28,304,Delhi
2024-10-29,268,Delhi
2024-10-30,307,Delhi
2024-10-31,328,Delhi
2024-11-01,339,Delhi
2024-11-02,318,Delhi
2024-11-03,381,Delhi
2024-11-04,380,Delhi
2024-11-05,372,Delhi
2024-11-06,351,Delhi
2024-11-07,377,Delhi
2024-11-08,379,Delhi
2024-11-09,350,Delhi
2024-11-10,334,Delhi
2024-11-11,352,Delhi
2024-11-12,334,Delhi
2024-11-13,418,Delhi
2024-11-14,424,Delhi
2024-11-15,396,Delhi
2024-11-16,417,Delhi
2024-11-17,441,Delhi
2024-11-18,494,Delhi
2024-11-19,460,Delhi
2024-11-20,419,Delhi
2024-11-21,371,Delhi
2024-11-22,393,Delhi
2024-11-23,412,Delhi
2024-11-24,318,Delhi
2024-11-25,349,Delhi
2024-11-26,343,Delhi
2024-11-27,303,Delhi
2024-11-28,325,Delhi
2024-11-29,331,Delhi
2024-11-30,346,Delhi
2024-12-01,285,Delhi
2024-12-02,280,Delhi
2024-12-03,268,Delhi
2024-12-04,178,Delhi
2024-12-05,165,Delhi
2024-12-06,197,Delhi
2024-12-07,233,Delhi
2024-12-08,302,Delhi
2024-12-09,186,Delhi
2024-12-10,234,Delhi
2024-12-11,199,Delhi
2024-12-12,288,Delhi
2024-12-13,262,Delhi
2024-12-14,193,Delhi
2024-12-15,294,Delhi
2024-12-16,379,Delhi
2024-12-17,433,Delhi
2024-12-18,445,Delhi
2024-12-19,451,Delhi
2024-12-20,429,Delhi
2024-12-21,370,Delhi
2024-12-22,409,Delhi
2024-12-23,406,Delhi
2024-12-24,369,Delhi
2024-12-25,336,Delhi
2024-12-26,345,Delhi
2024-12-27,353,Delhi
2024-12-28,139,Delhi
2024-12-29,225,Delhi
2024-12-30,173,Delhi
2024-12-31,283,Delhi
2025-01-01,328,Delhi
2025-01-02,318,Delhi
2025-01-03,371,Delhi
2025-01-04,378,Delhi
2025-01-05,339,Delhi
2025-01-06,335,Delhi
2025-01-07,296,Delhi
2025-01-08,297,Delhi
2025-01-09,357,Delhi
2025-01-10,397,Delhi
2025-01-11,327,Delhi
2025-01-12,278,Delhi
2025-01-13,248,Delhi
2025-01-14,275,Delhi
2025-01-15,386,Delhi
2025-01-16,302,Delhi
2025-01-17,289,Delhi
2025-01-18,255,Delhi
2025-01-19,368,Delhi
2025-01-20,314,Delhi
2025-01-21,289,Delhi
2025-01-22,260,Delhi
2025-01-23,257,Delhi
2025-01-24,199,Delhi
2025-01-25,174,Delhi
2025-01-26,216,Delhi
2025-01-27,268,Delhi
2025-01-28,276,Delhi
2025-01-29,365,Delhi
2025-01-30,363,Delhi
2025-01-31,351,Delhi
2025-02-01,355,Delhi
2025-02-02,326,Delhi
2025-02-03,286,Delhi
2025-02-04,264,Delhi
2025-02-05,284,Delhi
2025-02-06,210,Delhi
2025-02-07,156,Delhi
2025-02-08,152,Delhi
2025-02-09,227,Delhi
2025-02-10,271,Delhi
2025-02-11,293,Delhi
2025-02-12,212,Delhi
2025-02-13,134,Delhi
2025-02-14,131,Delhi
2025-02-15,191,Delhi
2025-02-16,294,Delhi
2025-02-17,231,Delhi
2025-02-18,209,Delhi
2025-02-19,180,Delhi
2025-02-20,160,Delhi
2025-02-21,158,Delhi
2025-02-22,155,Delhi
2025-02-23,144,Delhi
2025-02-24,186,Delhi
2025-02-25,208,Delhi
2025-02-26,247,Delhi
2025-02-27,215,Delhi
2025-02-28,121,Delhi
2025-03-01,126,Delhi
2025-03-02,125,Delhi
2025-03-03,156,Delhi
2025-03-04,148,Delhi
2025-03-05,119,Delhi
2025-03-06,124,Delhi
2025-03-07,202,Delhi
2025-03-08,158,Delhi
2025-03-09,209,Delhi
2025-03-10,197,Delhi
2025-03-11,262,Delhi
2025-03-12,228,Delhi
2025-03-13,179,Delhi
2025-03-14,198,Delhi
2025-03-15,85,Delhi
2025-03-16,99,Delhi
2025-03-17,108,Delhi
2025-03-18,145,Delhi
2025-03-19,160,Delhi
2025-03-20,156,Delhi
2025-03-21,144,Delhi
2025-03-22,161,Delhi
2025-03-23,194,Delhi
2025-03-24,206,Delhi
2025-03-25,234,Delhi
2025-03-26,231,Delhi
2025-03-27,259,Delhi
2025-03-28,205,Delhi
2025-03-29,153,Delhi
2025-03-30,138,Delhi
2025-03-31,160,Delhi
